# Automated Results file
# Author: 	 slj11
# DataFile name:	src/same_priority.jobs
# Sun Apr 28 17:31:42 BST 2013
# Number of Test Runs: 10000

46,58,69,53,0
38,56,69,57,0
42,54,69,50,0
31,54,70,49,1
51,62,69,51,0
33,54,69,46,0
51,59,69,50,0
53,59,69,57,0
44,56,73,49,4
32,55,69,54,0
40,60,69,51,0
28,50,69,47,0
42,60,69,52,0
57,61,69,54,0
45,60,69,56,0
45,56,69,54,0
47,58,69,53,0
50,61,69,48,0
34,51,69,45,0
41,57,69,53,0
54,62,69,58,0
25,54,69,44,0
46,56,69,51,0
26,56,69,52,0
36,53,69,49,0
39,58,69,56,0
40,58,69,54,0
25,52,74,45,5
40,57,69,58,0
46,60,69,55,0
41,57,69,45,0
49,58,69,55,0
50,57,70,47,1
42,56,69,52,0
35,55,69,56,0
41,56,69,49,0
37,58,69,50,0
51,57,72,44,3
45,57,69,46,0
50,58,69,53,0
47,57,69,49,0
48,59,69,47,0
52,62,69,57,0
38,56,69,51,0
47,59,69,54,0
37,56,69,57,0
31,50,69,44,0
35,57,69,53,0
29,54,69,52,0
43,54,69,47,0
48,56,69,51,0
38,57,69,52,0
46,57,69,48,0
49,59,69,54,0
54,62,69,52,0
49,60,69,55,0
41,58,69,54,0
51,58,69,51,0
42,57,69,51,0
35,56,69,46,0
52,60,69,54,0
50,60,69,52,0
49,57,69,50,0
54,60,69,54,0
55,60,69,53,0
46,58,69,51,0
41,57,69,51,0
38,56,69,51,0
44,59,69,49,0
39,55,71,47,2
50,61,69,58,0
43,59,69,64,0
42,54,69,44,0
20,52,69,47,0
41,56,71,49,2
39,54,69,56,0
43,57,70,49,1
30,52,69,47,0
56,60,69,52,0
42,54,69,48,0
48,60,69,57,0
46,59,69,56,0
44,55,69,53,0
42,56,69,49,0
44,57,69,51,0
45,58,69,51,0
46,59,69,51,0
42,57,69,50,0
42,57,69,50,0
34,55,69,48,0
51,58,69,50,0
38,51,72,39,3
43,57,69,56,0
50,59,69,52,0
47,60,69,53,0
49,60,69,51,0
48,62,69,56,0
32,54,69,45,0
60,64,69,60,0
54,60,69,56,0
45,58,69,52,0
37,56,69,52,0
37,58,69,52,0
56,63,69,51,0
33,51,69,45,0
44,57,69,51,0
42,55,69,49,0
46,55,71,49,2
47,57,69,53,0
51,63,69,52,0
52,59,69,52,0
46,57,69,45,0
54,62,69,58,0
43,59,69,53,0
55,63,69,55,0
41,56,69,47,0
43,59,69,53,0
47,59,69,54,0
39,58,69,56,0
44,56,69,50,0
47,57,69,51,0
36,49,69,42,0
48,59,69,53,0
