# Automated Results file
# Author: 	 slj11
# DataFile name:	src/Test.jobs
# Thu Apr 25 19:48:13 BST 2013
# Number of Test Runs: 10000

57,69,53,0
60,80,50,11
54,74,51,5
56,69,52,0
55,75,47,6
55,69,51,0
56,73,52,4
55,69,49,0
54,75,47,6
55,69,49,0
55,80,42,11
55,75,46,6
55,71,49,2
55,75,47,6
55,69,54,0
55,69,51,0
54,69,54,0
54,69,53,0
56,70,45,1
52,69,52,0
57,69,52,0
51,75,40,6
56,69,47,0
54,70,49,1
52,69,44,0
57,69,53,0
56,73,54,4
60,69,56,0
55,80,44,11
58,69,53,0
57,69,51,0
54,70,47,1
54,70,47,1
54,69,46,0
56,69,47,0
57,75,45,6
54,75,38,6
54,69,45,0
54,69,47,0
57,75,53,6
56,78,53,9
55,75,40,6
58,69,54,0
55,73,50,4
53,72,48,3
55,69,44,0
57,69,54,0
52,79,40,10
55,69,49,0
56,69,48,0
56,69,49,0
53,75,46,6
59,73,54,4
55,72,48,3
54,69,49,0
55,70,52,1
56,80,42,11
57,69,53,0
59,69,58,0
54,69,51,0
52,69,49,0
54,80,43,11
52,75,36,6
60,80,50,11
53,75,40,6
54,69,46,0
59,75,50,6
57,69,53,0
52,71,51,2
54,75,43,6
55,73,40,4
53,79,44,10
58,78,48,9
52,77,39,8
54,69,48,0
58,80,52,11
62,75,51,6
56,74,49,5
54,69,49,0
57,80,42,11
53,70,51,1
53,72,47,3
57,71,44,2
56,80,48,11
55,69,43,0
58,69,48,0
62,75,50,6
53,69,50,0
52,69,45,0
53,69,49,0
56,69,52,0
54,71,58,2
59,77,54,8
53,71,43,2
56,75,44,6
53,69,48,0
55,75,50,6
55,69,46,0
57,80,48,11
57,70,46,1
57,69,53,0
56,69,45,0
52,79,46,10
58,75,52,6
53,69,47,0
56,70,49,1
56,80,47,11
52,69,41,0
57,75,49,6
54,69,52,0
57,75,53,6
51,75,45,6
56,71,48,2
54,69,46,0
55,70,45,1
57,77,52,8
57,74,51,5
58,69,50,0
61,75,49,6
60,75,56,6
57,79,50,10
58,69,49,0
58,80,54,11
56,69,52,0
60,69,49,0
52,75,43,6
54,73,48,4
52,70,51,1
53,75,46,6
54,75,47,6
55,69,40,0
54,71,48,2
56,69,55,0
57,69,52,0
59,69,51,0
52,72,42,3
56,80,46,11
57,69,48,0
55,75,44,6
56,72,41,3
52,75,44,6
55,70,48,1
57,71,54,2
57,77,42,8
58,69,54,0
54,77,44,8
54,72,48,3
59,69,57,0
55,69,49,0
52,70,41,1
57,80,45,11
54,71,40,2
58,69,50,0
56,69,49,0
57,75,53,6
54,69,40,0
51,71,41,2
55,73,44,4
54,70,52,1
58,69,55,0
58,74,54,5
55,69,50,0
57,69,55,0
59,69,52,0
54,75,43,6
55,72,49,3
53,80,44,11
57,77,54,8
53,70,51,1
54,69,53,0
57,69,49,0
54,71,47,2
55,75,43,6
55,69,50,0
59,75,48,6
55,69,49,0
52,73,51,4
57,75,49,6
55,69,52,0
56,69,48,0
53,79,48,10
58,75,55,6
58,75,49,6
59,69,54,0
50,69,47,0
55,75,44,6
55,80,41,11
51,75,46,6
54,69,52,0
57,71,52,2
57,71,53,2
56,75,53,6
54,80,46,11
57,80,46,11
55,69,49,0
56,69,52,0
54,71,43,2
51,70,48,1
55,75,50,6
52,69,49,0
57,75,51,6
55,75,51,6
55,69,52,0
57,76,50,7
54,76,49,7
54,73,51,4
54,72,50,3
54,75,50,6
59,80,44,11
55,71,49,2
54,80,43,11
56,71,47,2
53,72,46,3
52,76,42,7
59,74,48,5
54,76,47,7
55,69,48,0
57,80,49,11
57,70,48,1
55,76,45,7
59,69,48,0
57,71,47,2
56,69,51,0
53,69,47,0
56,78,43,9
53,76,45,7
54,77,48,8
52,71,48,2
57,69,56,0
54,69,52,0
55,72,52,3
50,69,44,0
53,69,51,0
54,75,45,6
54,71,40,2
56,73,52,4
62,69,55,0
57,69,49,0
53,72,44,3
55,80,45,11
51,69,48,0
56,76,52,7
55,74,47,5
57,80,42,11
55,69,58,0
55,69,50,0
55,69,46,0
59,75,51,6
60,80,48,11
53,76,45,7
59,75,54,6
59,69,48,0
55,69,48,0
52,69,46,0
54,75,45,6
55,69,48,0
56,69,47,0
56,75,50,6
54,73,48,4
56,80,50,11
51,69,43,0
56,69,52,0
54,75,47,6
55,69,52,0
57,69,50,0
52,69,44,0
50,71,42,2
52,73,51,4
59,78,50,9
53,70,43,1
56,69,57,0
52,70,47,1
56,70,49,1
54,78,43,9
55,69,53,0
53,69,42,0
56,71,48,2
51,69,47,0
53,80,45,11
60,69,47,0
52,69,49,0
58,74,46,5
59,69,56,0
53,69,49,0
56,69,51,0
54,69,49,0
54,75,47,6
53,75,47,6
58,84,50,15
58,72,52,3
55,75,45,6
58,72,45,3
55,70,47,1
52,76,50,7
59,72,50,3
57,69,48,0
60,73,51,4
55,69,48,0
55,69,54,0
61,69,57,0
55,80,42,11
52,80,43,11
52,69,48,0
50,69,45,0
52,69,48,0
55,74,50,5
57,69,52,0
56,71,45,2
52,69,39,0
57,69,47,0
55,69,48,0
57,70,45,1
56,75,50,6
58,69,47,0
53,72,47,3
56,72,50,3
52,76,41,7
56,80,43,11
51,72,47,3
53,70,48,1
52,75,46,6
54,69,44,0
58,72,46,3
52,69,43,0
58,75,56,6
57,69,49,0
