# Automated Results file
# Author: 	 slj11
# DataFile name:	src/same_priority.jobs
# Sat Apr 27 13:24:34 BST 2013
# Number of Test Runs: 10000

56,69,46,0
53,69,50,0
54,69,53,0
59,70,46,1
57,69,51,0
54,69,49,0
58,69,51,0
55,69,47,0
54,69,45,0
58,69,52,0
56,69,49,0
58,72,46,3
55,69,51,0
59,69,54,0
59,69,53,0
55,73,41,4
55,70,47,1
60,69,55,0
65,69,59,0
59,69,53,0
57,69,51,0
63,69,59,0
58,69,49,0
55,69,50,0
59,69,50,0
58,69,55,0
59,69,59,0
57,69,50,0
55,69,47,0
57,69,51,0
56,69,52,0
59,69,53,0
58,69,55,0
57,69,47,0
57,69,53,0
55,69,46,0
60,69,54,0
56,69,50,0
59,69,52,0
58,69,49,0
54,69,50,0
59,69,49,0
60,73,54,4
56,69,58,0
62,69,56,0
55,69,54,0
55,69,54,0
63,69,57,0
54,71,49,2
53,72,45,3
56,69,50,0
56,70,50,1
58,72,57,3
56,69,47,0
62,69,52,0
58,69,48,0
58,69,51,0
63,69,52,0
55,70,51,1
56,69,53,0
55,71,54,2
60,69,46,0
58,69,54,0
52,71,48,2
61,69,56,0
56,69,53,0
56,69,53,0
56,69,48,0
59,69,52,0
60,69,56,0
59,69,54,0
55,69,49,0
59,69,60,0
60,69,54,0
54,69,46,0
58,69,54,0
55,70,46,1
58,69,48,0
54,72,45,3
56,69,53,0
62,69,50,0
57,69,55,0
59,69,50,0
58,69,48,0
58,72,51,3
56,69,54,0
60,69,54,0
61,69,57,0
61,69,53,0
55,69,48,0
55,69,50,0
60,69,48,0
57,69,53,0
58,69,51,0
63,69,49,0
58,69,52,0
58,69,50,0
56,69,57,0
60,69,55,0
58,69,56,0
58,69,53,0
53,69,52,0
55,69,48,0
57,69,57,0
59,69,53,0
57,69,49,0
60,69,53,0
57,69,54,0
59,69,57,0
59,69,54,0
56,71,53,2
53,69,49,0
60,69,51,0
57,69,49,0
54,69,51,0
57,69,54,0
61,69,54,0
55,69,54,0
56,69,53,0
58,69,53,0
57,69,51,0
57,69,53,0
57,69,51,0
51,69,44,0
55,69,49,0
57,69,55,0
54,69,50,0
60,69,51,0
57,69,54,0
53,71,47,2
55,70,54,1
56,69,55,0
60,69,52,0
51,69,43,0
59,69,53,0
59,69,52,0
58,69,54,0
60,69,56,0
59,69,56,0
60,69,59,0
60,69,53,0
61,69,48,0
58,69,52,0
53,69,51,0
54,69,53,0
58,69,51,0
59,69,52,0
54,69,52,0
59,69,46,0
58,69,49,0
58,69,56,0
58,69,52,0
55,71,44,2
59,69,47,0
56,69,51,0
59,75,49,6
61,70,54,1
59,69,51,0
60,69,54,0
54,69,45,0
56,69,43,0
55,69,47,0
60,69,53,0
58,69,50,0
59,69,51,0
59,69,53,0
58,69,51,0
59,69,55,0
56,69,50,0
56,69,49,0
51,69,49,0
57,69,48,0
57,69,52,0
58,69,49,0
54,69,50,0
62,69,56,0
59,69,53,0
59,69,48,0
52,69,48,0
52,69,48,0
57,72,50,3
59,69,53,0
58,69,54,0
54,69,48,0
52,69,50,0
52,69,45,0
57,69,51,0
57,69,46,0
58,69,49,0
54,69,51,0
58,69,51,0
57,69,46,0
58,69,52,0
58,69,57,0
57,70,50,1
59,69,54,0
58,69,53,0
59,69,54,0
58,69,54,0
59,69,50,0
