# Automated Results file
# Author: 	 slj11
# DataFile name:	same_priority.jobs
# Thu May 02 12:58:27 BST 2013
# Number of Test Runs: 10000

32,32,51,69,49,0
40,44,56,69,52,0
50,50,58,69,52,0
38,42,56,69,50,0
39,39,56,69,54,0
45,45,55,69,53,0
43,47,57,69,48,0
45,49,57,69,52,0
43,47,57,69,51,0
33,33,53,69,46,0
45,45,56,71,49,2
54,54,62,69,53,0
50,50,58,70,53,1
51,51,59,69,54,0
46,50,61,69,57,0
51,55,60,69,50,0
45,45,56,69,52,0
22,26,52,69,45,0
36,36,56,75,48,6
42,46,58,69,50,0
42,46,60,69,53,0
45,45,57,69,55,0
40,44,57,69,49,0
37,37,54,69,50,0
33,37,57,69,51,0
38,42,61,69,55,0
34,38,56,69,46,0
52,52,60,69,52,0
33,33,55,69,49,0
38,42,59,69,53,0
49,49,59,69,60,0
40,40,55,70,51,1
33,33,57,69,45,0
47,47,57,69,56,0
46,46,56,69,49,0
35,39,51,69,46,0
44,48,57,69,47,0
43,47,59,69,50,0
39,43,57,69,53,0
34,38,53,69,49,0
44,48,60,69,58,0
55,55,61,69,55,0
34,34,52,71,46,2
53,53,62,69,58,0
54,54,62,69,56,0
44,48,60,69,59,0
39,43,60,69,53,0
41,41,57,69,50,0
38,42,54,70,51,1
45,45,59,69,54,0
47,47,59,69,52,0
43,43,57,69,54,0
44,44,61,69,51,0
22,26,49,69,44,0
47,47,57,69,46,0
32,36,55,69,50,0
36,40,56,69,55,0
29,33,55,69,55,0
51,51,57,73,44,4
48,48,57,71,48,2
49,49,56,71,49,2
38,42,56,69,50,0
56,56,62,69,57,0
48,52,61,69,55,0
40,44,58,69,53,0
44,44,60,69,49,0
52,52,59,69,49,0
29,33,56,69,50,0
42,42,61,69,52,0
46,46,60,69,52,0
33,37,54,69,48,0
29,33,55,69,48,0
44,48,58,69,53,0
57,57,62,69,56,0
35,35,55,69,52,0
58,58,63,69,49,0
39,43,57,72,52,3
42,46,56,69,49,0
41,45,55,70,51,1
46,46,59,69,51,0
41,41,56,70,47,1
44,48,58,69,44,0
49,53,59,69,53,0
47,51,59,69,49,0
51,51,61,69,54,0
33,37,56,69,52,0
35,39,56,69,52,0
39,43,59,69,58,0
43,43,58,69,49,0
43,47,58,69,50,0
40,44,60,69,57,0
32,36,53,69,52,0
46,46,57,69,55,0
36,36,54,69,48,0
32,36,55,69,53,0
51,51,62,69,48,0
44,44,56,69,57,0
31,35,51,69,46,0
44,44,58,69,50,0
40,44,55,69,52,0
26,30,56,69,44,0
53,53,59,69,51,0
53,53,61,69,59,0
33,37,55,69,56,0
40,44,54,72,46,3
37,41,57,69,55,0
51,55,63,69,57,0
31,35,52,69,46,0
50,50,62,69,51,0
44,48,58,69,55,0
52,52,59,73,53,4
39,43,59,69,56,0
34,38,60,69,50,0
34,38,56,69,56,0
36,40,55,69,44,0
35,39,56,69,46,0
48,48,59,69,55,0
52,52,61,69,52,0
47,51,61,69,50,0
26,30,55,69,53,0
36,40,55,75,47,6
34,38,52,69,49,0
33,37,55,69,48,0
40,44,58,69,52,0
37,41,60,69,57,0
48,48,56,69,56,0
51,51,62,69,55,0
50,50,59,71,51,2
39,43,56,69,56,0
47,47,60,69,58,0
49,49,60,69,56,0
45,45,60,69,58,0
34,38,53,69,48,0
41,41,55,69,52,0
41,45,58,69,56,0
33,33,54,69,48,0
52,56,62,69,52,0
51,51,59,69,51,0
52,52,59,69,52,0
47,47,58,69,60,0
45,49,59,69,54,0
56,60,63,71,52,2
39,43,57,69,53,0
33,37,57,69,54,0
61,61,64,69,59,0
45,49,60,69,51,0
51,51,58,69,47,0
50,50,59,69,56,0
45,45,57,69,57,0
43,43,56,75,52,6
39,43,59,69,56,0
37,37,53,69,44,0
45,49,59,69,55,0
34,34,53,75,46,6
52,52,59,69,51,0
38,42,58,74,52,5
59,59,63,69,52,0
50,50,59,69,52,0
48,48,55,69,48,0
44,48,59,73,52,4
45,45,56,69,54,0
59,59,63,69,58,0
50,50,60,69,56,0
51,51,60,69,49,0
42,42,53,72,47,3
45,45,59,69,52,0
37,41,55,69,52,0
54,54,61,69,52,0
49,49,59,69,49,0
38,38,58,69,55,0
41,41,57,69,51,0
45,45,56,69,53,0
36,40,53,69,49,0
53,53,60,69,51,0
49,49,59,69,52,0
44,48,57,69,42,0
41,45,58,69,49,0
48,52,59,69,58,0
47,51,60,69,57,0
45,45,59,70,53,1
38,38,53,69,52,0
43,47,58,69,54,0
49,49,57,69,49,0
58,58,63,69,58,0
32,36,53,72,47,3
56,56,62,69,50,0
46,46,57,69,51,0
53,53,61,69,49,0
29,33,55,69,55,0
52,52,60,69,51,0
49,53,62,69,58,0
31,35,57,69,48,0
60,60,64,69,55,0
30,30,54,69,51,0
53,53,62,69,49,0
42,42,59,69,58,0
41,41,55,70,46,1
45,45,58,69,46,0
47,47,58,69,48,0
54,54,61,69,51,0
49,49,57,69,52,0
47,51,59,69,50,0
47,47,55,71,46,2
36,40,58,69,57,0
32,36,57,69,48,0
58,58,63,69,52,0
29,29,52,69,43,0
56,56,59,71,50,2
55,55,59,69,54,0
36,36,57,71,50,2
42,46,59,69,53,0
38,38,53,69,48,0
40,44,60,69,54,0
44,44,57,69,50,0
56,60,63,69,51,0
42,46,57,69,53,0
38,42,55,71,52,2
29,33,54,69,49,0
33,33,52,70,51,1
48,48,58,69,50,0
47,51,56,69,50,0
32,32,52,69,47,0
45,49,57,69,57,0
34,38,53,69,44,0
43,43,58,74,54,5
37,41,59,69,51,0
33,33,55,69,50,0
30,34,53,72,46,3
52,52,60,69,55,0
39,43,57,69,57,0
29,29,56,69,49,0
53,53,60,69,53,0
39,43,55,69,52,0
47,47,55,69,49,0
39,43,61,69,55,0
49,53,62,69,59,0
50,54,62,69,59,0
26,30,55,69,48,0
57,57,61,69,56,0
48,48,58,69,49,0
30,34,57,69,46,0
53,53,59,69,49,0
31,31,55,69,53,0
28,28,53,69,56,0
46,50,60,69,61,0
37,41,57,69,50,0
42,46,58,69,54,0
33,37,55,69,48,0
42,42,55,69,51,0
49,49,59,69,53,0
31,31,54,69,55,0
44,48,61,69,52,0
56,60,63,69,55,0
43,47,58,69,50,0
37,37,56,69,45,0
50,50,59,69,56,0
37,37,56,69,52,0
42,42,56,69,54,0
45,45,58,69,54,0
39,43,56,69,46,0
43,43,56,69,53,0
44,44,55,69,47,0
45,49,59,69,52,0
28,32,55,69,60,0
38,42,56,69,52,0
50,50,57,69,52,0
41,45,57,69,59,0
58,58,63,69,53,0
53,53,61,69,54,0
52,52,59,69,42,0
41,41,54,70,57,1
39,43,56,69,50,0
37,41,54,69,50,0
43,47,56,69,50,0
31,35,59,69,52,0
24,28,54,69,50,0
39,39,55,69,48,0
44,44,56,69,55,0
33,33,53,69,55,0
34,34,53,69,47,0
49,49,58,69,52,0
49,53,58,69,53,0
37,37,53,70,41,1
38,42,59,69,52,0
45,49,55,69,50,0
34,34,53,69,54,0
44,48,61,69,60,0
32,36,55,69,50,0
48,48,58,69,58,0
36,40,55,69,51,0
44,48,57,69,47,0
47,47,61,69,56,0
48,52,58,69,55,0
30,34,50,69,50,0
54,54,62,69,54,0
41,45,58,69,52,0
34,38,54,69,53,0
46,46,58,69,59,0
40,40,55,69,48,0
35,39,53,69,49,0
42,46,57,69,53,0
39,39,56,69,51,0
49,49,56,69,44,0
39,43,57,69,57,0
46,46,59,69,54,0
40,40,59,69,53,0
45,49,61,69,55,0
40,40,55,69,49,0
58,62,64,69,59,0
40,44,59,69,57,0
51,51,58,69,52,0
53,53,58,69,52,0
56,56,62,69,48,0
34,34,54,69,47,0
34,38,52,69,44,0
45,45,57,69,53,0
36,36,57,69,50,0
33,37,55,69,59,0
35,39,56,69,54,0
39,39,55,69,46,0
34,38,55,69,52,0
44,44,57,69,47,0
46,46,59,69,47,0
32,36,54,71,46,2
36,36,56,69,55,0
39,39,57,69,53,0
44,44,58,69,51,0
54,54,60,69,57,0
34,38,54,69,50,0
42,42,56,71,50,2
44,44,55,69,50,0
29,33,55,69,52,0
40,44,57,69,53,0
38,38,56,69,50,0
33,37,56,69,55,0
41,45,55,69,53,0
37,37,52,69,47,0
36,40,57,69,54,0
28,28,53,72,44,3
32,36,56,69,56,0
48,52,60,69,55,0
34,38,56,69,52,0
47,51,61,69,52,0
48,48,58,69,59,0
25,29,52,69,47,0
38,42,59,69,52,0
45,45,58,69,48,0
51,51,60,69,60,0
40,44,57,69,47,0
57,57,62,73,54,4
58,58,62,69,49,0
46,50,58,69,54,0
48,48,62,69,52,0
46,46,58,69,46,0
52,56,63,71,53,2
47,47,58,69,50,0
52,52,58,69,50,0
31,31,55,69,43,0
30,30,53,71,46,2
58,58,63,69,59,0
46,46,58,69,48,0
42,42,58,69,57,0
40,40,55,69,49,0
33,33,53,69,53,0
52,52,58,69,52,0
37,37,55,70,49,1
58,58,62,69,52,0
29,29,51,69,46,0
55,55,61,69,52,0
38,42,57,70,45,1
53,53,62,69,51,0
53,53,59,69,57,0
35,39,57,69,49,0
44,48,59,69,51,0
50,50,58,69,48,0
54,54,60,69,54,0
35,35,53,69,45,0
42,46,57,69,60,0
42,42,58,69,55,0
45,45,54,73,42,4
48,48,56,72,51,3
54,54,63,69,54,0
44,44,57,69,46,0
25,29,51,69,54,0
40,44,59,69,50,0
45,49,57,69,51,0
33,33,56,69,54,0
43,43,57,69,57,0
40,40,56,69,53,0
49,49,59,69,52,0
50,50,60,69,61,0
53,57,62,69,54,0
22,26,55,69,52,0
30,30,53,69,53,0
46,46,60,69,56,0
31,31,55,69,48,0
42,42,59,69,50,0
30,34,56,69,57,0
40,44,55,69,52,0
46,46,55,69,49,0
31,35,54,69,48,0
55,55,62,69,58,0
60,60,62,69,54,0
43,43,56,69,53,0
45,45,57,69,52,0
53,53,59,69,51,0
51,51,59,69,50,0
45,49,58,70,50,1
37,37,56,69,51,0
24,28,56,71,47,2
63,63,65,69,56,0
37,37,60,69,52,0
39,39,57,69,49,0
38,42,57,69,49,0
47,47,58,69,49,0
42,46,61,69,54,0
35,35,58,69,54,0
54,58,63,69,58,0
56,56,62,69,54,0
55,55,60,69,57,0
52,56,63,69,60,0
45,49,56,69,49,0
52,52,61,69,53,0
48,48,57,69,51,0
41,45,55,69,50,0
35,39,55,69,52,0
27,31,51,69,45,0
57,57,60,69,46,0
33,37,52,69,44,0
52,52,61,69,55,0
49,49,58,69,49,0
50,54,61,69,54,0
44,44,55,69,50,0
32,36,58,69,63,0
33,37,55,69,53,0
38,42,58,69,59,0
39,39,54,69,52,0
47,47,57,69,47,0
43,47,59,69,49,0
52,52,57,71,48,2
52,52,59,69,49,0
50,50,59,69,55,0
31,35,55,69,48,0
49,53,59,69,50,0
38,42,56,69,48,0
42,46,60,69,52,0
46,46,60,69,50,0
52,56,61,69,58,0
38,42,56,69,50,0
27,31,54,69,45,0
45,45,58,69,54,0
32,32,54,69,45,0
39,43,59,69,57,0
43,43,57,69,52,0
49,49,59,69,52,0
38,38,57,69,53,0
41,45,57,69,47,0
45,49,58,69,50,0
30,30,53,69,41,0
45,45,57,69,52,0
47,47,57,69,52,0
43,47,58,69,61,0
52,52,58,69,56,0
49,49,61,69,55,0
59,59,63,69,54,0
37,41,56,69,48,0
38,42,55,69,49,0
47,47,59,69,52,0
39,43,56,69,48,0
37,41,54,69,54,0
57,57,59,69,50,0
49,53,60,69,51,0
40,44,59,69,50,0
47,51,58,71,48,2
50,50,58,69,49,0
29,33,53,69,50,0
37,41,57,69,56,0
46,46,56,69,52,0
40,44,58,69,51,0
28,32,56,69,46,0
43,43,54,69,41,0
55,59,63,69,59,0
36,36,60,69,60,0
41,41,58,69,58,0
34,34,54,69,50,0
28,28,52,69,50,0
36,40,54,69,47,0
49,49,61,69,51,0
44,48,61,72,55,3
37,41,57,69,50,0
46,46,56,69,51,0
37,41,60,72,51,3
46,50,58,69,44,0
53,53,58,71,52,2
39,43,57,69,54,0
43,47,56,69,51,0
58,58,62,69,51,0
26,26,51,71,44,2
